parent,name*,displayName,description,synonyms,relatedTerms,references,tags,reviewers,owner,glossaryStatus,extension
,Bản sao chụp giấy chứng nhận đủ điều kiện buôn bán thuốc bảo vệ thực vật ,Bản sao chụp giấy chứng nhận đủ điều kiện buôn bán thuốc bảo vệ thực vật ,"Đối với tổ chức, cá nhân trong nước được ủy quyền đứng tên đăng ký lần đầu (thông tin về thời gian cấp, hiệu lực)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.5;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Có;referenceData:Có;sensitivePersonalData:Không;unit:Tờ"
,Tài liệu kỹ thuật thuốc bảo vệ thực vật ,Tài liệu kỹ thuật thuốc bảo vệ thực vật ,Tài liệu kỹ thuật (theo quy định tại Phụ lục III ban hành kèm theo Thông tư số 21/2015/TT-BNNPTNT),,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.6;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có;unit:Tờ"
,Phiếu thẩm định hồ sơ ,Phiếu thẩm định hồ sơ ,"Thẩm định tính đầy đủ về thành phần hồ sơ, tài liệu kỹ thuật đáp ứng theo quy định ",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.7;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;sensitivePersonalData:Có;unit:Tờ"
,Giấy phép khảo nghiệm  thuốc bảo vệ thực vật,Giấy phép khảo nghiệm  thuốc bảo vệ thực vật,Doanh nghiệp sử dụng giấy phép để phối hợp với tổ chức đủ điều kiện thực hiện khảo nghiệm để thực hiện khảo nghiệm (Có giá trị trong thời hạn 05 năm),,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có;unit:Tờ"
,"Tên tổ chức, cá nhân Khảo nghiệm","Tên tổ chức, cá nhân Khảo nghiệm","Tên của tổ chức, cá nhân theo giấy phép kinh doanh, dùng để đăng ký giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,"Địa chỉ tổ chức, cá nhân khảo nghiệm","Địa chỉ tổ chức, cá nhân khảo nghiệm","Địa chỉ của tổ chức, cá nhân theo giấy phép kinh doanh, dùng để đăng ký giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Loại thuốc,Loại thuốc,"Ghi theo công dụng của thuốc, gồm: thuốc trừ sâu, thuốc trừ bệnh và các loại khác trong Danh mục. Thuốc bảo vệ thực vật sinh học thì được ghi thêm từ “SINH HỌC” trong sau dòng chữ ghi loại thuốc (ví dụ: thuốc trừ sâu sinh học)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Tên thương phẩm và dạng thuốc,Tên thương phẩm và dạng thuốc,"Theo đơn đề nghị đăng ký tên thương phẩm của thuốc (Tên thương phẩm không được làm hiểu sai lệch về bản chất và công dụng của thuốc; không được vi phạm thuần phong mỹ tục truyền thống của Việt Nam; không trùng cách đọc hoặc cách viết với tên của lãnh tụ, anh hùng dân tộc, danh nhân, địa danh của Việt Nam hoặc nước ngoài, các loại thực phẩm, đồ uống, dược phẩm)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.4;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Hoạt chất và hàm lượng hoạt chất,Hoạt chất và hàm lượng hoạt chất,Theo đơn đề nghị đăng ký hoạt chất và hàm lượng hoạt chất (Chất hoặc thành phần hữu hiệu có hoạt tính sinh học của thuốc bảo vệ thực vật),,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.5;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Nhà sản xuất thuốc BVTV thành phẩm/hoạt chất,Nhà sản xuất thuốc BVTV thành phẩm/hoạt chất,Tên nhà sản xuất ra loại thuốc đề nghị đăng ký theo văn bản xác nhận là nhà sản xuất do cơ quan có thẩm quyền của nước sở tại cấp,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.6;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Mục đích khảo nghiệm,Mục đích khảo nghiệm,"Mục đích khảo nghiệm đăng ký chính thức hay bổ sung (bổ sung tên thương phẩm, bổ sung phạm vi sử dụng, bổ sung dạng, cách sử dụng, liều lượng)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.7;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Phạm vi khảo nghiệm,Phạm vi khảo nghiệm,Khảo nghiệm thuốc bảo vệ thực vật nhằm mục đích đăng ký vào Danh mục gồm khảo nghiệm hiệu lực sinh học và khảo nghiệm xác định thời gian cách ly ,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.8;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Cây trồng,Cây trồng,Theo đơn đề nghị (Loại cây trồng đề nghị khảo nghiệm),,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.9;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,sinh vật gây hại,sinh vật gây hại,"Theo đơn đề nghị (sinh vật gây ra thiệt hại trực tiếp hoặc gián tiếp đối với thực vật bao gồm vi sinh vật gây bệnh, côn trùng gây hại, cỏ dại và các sinh vật có hại khác)",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.10;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Quy mô khảo nghiệm,Quy mô khảo nghiệm,"Lưu ý: đối với cây ăn quả, chè, cây rau khảo nghiệm xác định thời gian cách ly",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung"";id:2.3.8.11;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Có"
,Hồ sơ cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật ,Hồ sơ cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật ,"Tổ chức, cá nhân nộp hồ sơ đề nghị đăng ký cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:I.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không;unit:""Hồ sơ"""
,"Hồ sơ cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật (trường hợp mất, sai sót, hư hỏng) ","Hồ sơ cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật (trường hợp mất, sai sót, hư hỏng) ","Tổ chức, cá nhân nộp hồ sơ đề nghị đăng ký cấp lại giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không;unit:""Hồ sơ"""
,Đơn đề nghị cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật ,Đơn đề nghị cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật ,Theo mẫu quy định tại Phụ lục I ban hành kèm theo Thông tư số 21/2015/TT-BNNPTNT,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không;unit:Tờ"
,"Thông tin tên tổ chức, cá nhân đăng ký","Thông tin tên tổ chức, cá nhân đăng ký","Tên của tổ chức, cá nhân theo giấy phép kinh doanh, dùng để đăng ký giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1.1.1;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,"Thông tin địa chỉ tổ chức, cá nhân đăng ký","Thông tin địa chỉ tổ chức, cá nhân đăng ký","Địa chỉ của tổ chức, cá nhân theo giấy phép kinh doanh, dùng để đăng ký giấy phép khảo nghiệm thuốc bảo vệ thực vật",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Có;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1.1.2;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,Tên thương phẩm ,Tên thương phẩm ,"Tên thương phẩm không được làm hiểu sai lệch về bản chất và công dụng của thuốc; không được vi phạm thuần phong mỹ tục truyền thống của Việt Nam; không trùng cách đọc hoặc cách viết với tên của lãnh tụ, anh hùng dân tộc, danh nhân, địa danh của Việt Nam hoặc nước ngoài, các loại thực phẩm, đồ uống, dược phẩm",,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1.1.3;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
,"Hoạt chất, hàm lượng hoạt chất, đơn vị tính","Hoạt chất, hàm lượng hoạt chất, đơn vị tính",chất hoặc thành phần hữu hiệu có hoạt tính sinh học của thuốc bảo vệ thực vật.,,,,,,user:admin,Approved,"codeDocuments:""- Quyết định 1227/QĐ-TTTV-VP ngày 16/5/2025 quy định chức năng, nhiệm vụ, quyền hạn của phòng Quản lý thuốc BVTV thuộc Cục Trồng trọt và Bảo vệ thực vật  '- Quyết định 1000/QĐ-BNNMT ngày 22/4/2025 về việc công bố chuẩn hóa thủ tục hành chính lĩnh vực trồng trọt và bảo vệ thực vật thuộc phạm vi chức năng quản lý nhà nước của Bộ Nông Nghiệp và Môi trường"";confidentialData:Không;corePersonalData:Không;dataReadiness:1. Có dữ liệu, chưa hệ thống;dataSource:""Hồ sơ giấy"";frequency:""Hàng ngày"";functionsAndDuties:""Cấp lại Giấy phép khảo nghiệm thuốc bảo vệ thực vật"";id:3.1.1.4;importantData:Không;masterData:Không;nameSurveyUnit:""Phòng quản lý thuốc bảo vệ thực vật"";nationalConfidentialData:Không;openData:Không;referenceData:Không;sensitivePersonalData:Không"
